ID_cleaned,skill_name,salary_usd
8432,AWS,75768
8453,AWS,190756
8460,AWS,83470
8482,AWS,158407
8486,AWS,191320
8487,AWS,62707
8489,AWS,113397
8492,AWS,79789
8511,AWS,97354
8512,AWS,145129
8531,AWS,111856
8537,AWS,185786
8541,AWS,144821
8547,AWS,88489
8550,AWS,53026
8554,AWS,315756
8564,AWS,237339
8572,AWS,103447
8584,AWS,95661
8589,AWS,88202
8596,AWS,89166
8602,AWS,73162
8603,AWS,64053
8606,AWS,292421
8611,AWS,47646
8616,AWS,151849
8625,AWS,124637
8627,AWS,50538
8640,AWS,70001
8643,AWS,33218
8648,AWS,91687
8665,AWS,47889
8666,AWS,155489
8669,AWS,110546
8677,AWS,83895
8682,AWS,126915
8707,AWS,283735
8717,AWS,58395
8734,AWS,68491
8738,AWS,114644
8739,AWS,132458
8752,AWS,76969
8755,AWS,150982
8773,AWS,156595
8816,AWS,191993
8818,AWS,90386
8820,AWS,96633
8822,AWS,136690
8828,AWS,32666
8834,AWS,96026
8835,AWS,181422
8846,AWS,113949
8849,AWS,87929
8862,AWS,140563
8898,AWS,75218
8904,AWS,45211
8906,AWS,190772
8913,AWS,52870
8918,AWS,147558
8920,AWS,40076
8921,AWS,94773
8922,AWS,49365
8938,AWS,86554
8942,AWS,84746
8977,AWS,105175
8978,AWS,116174
9004,AWS,166619
9008,AWS,177183
9010,AWS,99472
9024,AWS,84172
9061,AWS,165369
9063,AWS,87545
9068,AWS,57227
9073,AWS,66731
9081,AWS,90728
9087,AWS,167104
9107,AWS,87647
9112,AWS,46995
9123,AWS,235369
9128,AWS,139300
9134,AWS,95560
9161,AWS,59134
9164,AWS,87959
9168,AWS,50568
9182,AWS,98497
9184,AWS,175458
9189,AWS,57920
9196,AWS,91815
9212,AWS,131679
9222,AWS,153744
9227,AWS,86424
9240,AWS,52164
9251,AWS,137450
9252,AWS,227373
9274,AWS,49326
9281,AWS,50241
9287,AWS,166659
9293,AWS,45849
9304,AWS,38208
9324,AWS,58645
9340,AWS,75290
9344,AWS,78321
9347,AWS,62759
9353,AWS,96605
9380,AWS,70979
9386,AWS,106690
9400,AWS,85381
9414,AWS,33404
9447,AWS,50173
9462,AWS,134994
9477,AWS,149414
9491,AWS,62349
9505,AWS,148386
9522,AWS,72801
9526,AWS,147551
9544,AWS,153061
9563,AWS,39119
9564,AWS,105810
9586,AWS,224555
9589,AWS,96927
9601,AWS,93412
9604,AWS,133129
9607,AWS,201300
9620,AWS,118509
9621,AWS,89856
9640,AWS,92102
9642,AWS,176476
9650,AWS,148108
9657,AWS,176150
9658,AWS,48716
9660,AWS,288302
9665,AWS,90648
9667,AWS,85290
9684,AWS,112073
9710,AWS,91909
9722,AWS,287474
9724,AWS,277634
9740,AWS,68008
9744,AWS,89628
9751,AWS,98376
9759,AWS,54078
9789,AWS,212310
9803,AWS,91014
9804,AWS,145898
9814,AWS,221057
9841,AWS,166976
9851,AWS,162563
9857,AWS,160810
9860,AWS,62654
9879,AWS,90876
9882,AWS,147539
9897,AWS,96759
9901,AWS,95098
9912,AWS,69742
9922,AWS,37595
9942,AWS,77882
9944,AWS,175877
9957,AWS,133824
9964,AWS,171132
9969,AWS,110241
9976,AWS,224006
9980,AWS,54732
9991,AWS,281797
10007,AWS,186205
10011,AWS,76020
10017,AWS,73178
10026,AWS,60819
10033,AWS,243348
10060,AWS,110251
10068,AWS,45276
10073,AWS,86770
10104,AWS,88369
10132,AWS,90041
10141,AWS,107993
10165,AWS,48458
10166,AWS,67260
10179,AWS,129909
10183,AWS,96898
10184,AWS,99219
10186,AWS,167926
10198,AWS,74873
10202,AWS,163902
10206,AWS,116721
10208,AWS,43106
10212,AWS,173690
10215,AWS,80627
10227,AWS,100620
10236,AWS,46637
10249,AWS,110644
10255,AWS,62671
10256,AWS,176165
10281,AWS,150175
10288,AWS,110445
10292,AWS,165149
10296,AWS,126951
10300,AWS,79415
10301,AWS,216845
10302,AWS,129813
10303,AWS,104924
10321,AWS,77626
10342,AWS,84867
10360,AWS,102226
10369,AWS,199820
10399,AWS,121160
10400,AWS,109606
10409,AWS,121815
10412,AWS,165830
10420,AWS,188721
10428,AWS,43741
10430,AWS,115563
10442,AWS,60380
10474,AWS,72755
10479,AWS,281424
10487,AWS,60003
10493,AWS,45894
10504,AWS,78675
10508,AWS,164900
10511,AWS,62809
10523,AWS,99811
10531,AWS,122010
10532,AWS,204426
10534,AWS,93740
10548,AWS,124800
10549,AWS,76008
10557,AWS,93746
10567,AWS,144875
10580,AWS,60005
10583,AWS,359597
10584,AWS,83512
10602,AWS,155034
10618,AWS,66843
10620,AWS,185640
10629,AWS,67395
10712,AWS,158745
10726,AWS,63341
10729,AWS,61740
10736,AWS,126424
10740,AWS,264244
10744,AWS,81354
10756,AWS,184957
10781,AWS,80209
10791,AWS,117206
10792,AWS,113350
10804,AWS,76143
10805,AWS,75551
10806,AWS,40121
10816,AWS,336976
10836,AWS,52449
10844,AWS,109494
10852,AWS,45645
10868,AWS,211079
10872,AWS,153297
10874,AWS,133048
10906,AWS,96106
10909,AWS,46629
10925,AWS,124613
10931,AWS,139267
10934,AWS,74853
10939,AWS,86679
10953,AWS,87978
10954,AWS,130679
10969,AWS,57462
11001,AWS,128302
11009,AWS,179159
11013,AWS,69277
11024,AWS,155654
11033,AWS,90371
11035,AWS,81787
11042,AWS,160127
11043,AWS,123429
11048,AWS,59506
11054,AWS,66839
11061,AWS,81094
11081,AWS,62553
11098,AWS,92545
11116,AWS,80608
11124,AWS,159710
11133,AWS,203027
11134,AWS,57743
11150,AWS,166335
11177,AWS,138670
11182,AWS,68318
11188,AWS,81359
11198,AWS,136636
11204,AWS,53357
11210,AWS,163516
11213,AWS,100196
11230,AWS,99670
11287,AWS,96109
11297,AWS,43755
11305,AWS,157579
11314,AWS,93158
11325,AWS,143179
11342,AWS,55900
11349,AWS,73393
11351,AWS,85021
11356,AWS,277441
11361,AWS,72417
11366,AWS,57561
11368,AWS,41049
11372,AWS,114926
11375,AWS,103759
11378,AWS,123467
11398,AWS,76844
11399,AWS,127184
11400,AWS,66571
11420,AWS,124466
11434,AWS,45821
11440,AWS,123619
11441,AWS,100751
11446,AWS,62320
11454,AWS,66086
11461,AWS,66148
11463,AWS,41127
11467,AWS,335768
11479,AWS,144584
11484,AWS,101258
11490,AWS,203035
11500,AWS,135853
11512,AWS,66956
11520,AWS,111607
11537,AWS,90606
11551,AWS,82815
11554,AWS,73715
11558,AWS,112338
11560,AWS,81804
11570,AWS,93212
11586,AWS,225929
11591,AWS,66646
11595,AWS,341146
11612,AWS,79081
11620,AWS,116287
11657,AWS,100317
11660,AWS,95633
11663,AWS,115494
11670,AWS,38141
11687,AWS,131073
11705,AWS,103655
11722,AWS,150756
11723,AWS,179443
11726,AWS,282911
11731,AWS,138262
11768,AWS,100429
11816,AWS,102788
11825,AWS,120391
11829,AWS,99642
11833,AWS,71011
11847,AWS,48233
11849,AWS,80474
11852,AWS,110942
11854,AWS,203693
11874,AWS,47189
11882,AWS,51784
11887,AWS,110431
11889,AWS,84709
11890,AWS,67285
11901,AWS,69271
11976,AWS,172136
11993,AWS,68237
12001,AWS,168942
12006,AWS,155521
12014,AWS,249666
12018,AWS,46719
12028,AWS,222509
12031,AWS,75395
12033,AWS,107556
12036,AWS,196131
12077,AWS,248497
12086,AWS,101314
12100,AWS,180065
12110,AWS,147740
12141,AWS,87803
12142,AWS,109988
12153,AWS,84127
12172,AWS,63933
12179,AWS,100275
12180,AWS,99393
12183,AWS,225886
12185,AWS,102482
12186,AWS,107326
12202,AWS,108359
12204,AWS,140303
12218,AWS,274713
12219,AWS,75675
12230,AWS,94205
12236,AWS,218648
12251,AWS,43954
12263,AWS,87507
12272,AWS,183969
12277,AWS,251751
12313,AWS,206844
12324,AWS,99999
12327,AWS,176759
12344,AWS,83942
12366,AWS,77831
12375,AWS,194468
12386,AWS,159777
12389,AWS,83241
12391,AWS,104254
12408,AWS,89739
12409,AWS,114863
12423,AWS,147120
12424,AWS,131279
12441,AWS,33330
12451,AWS,75564
12455,AWS,128152
12467,AWS,173786
12476,AWS,187864
12477,AWS,48901
12480,AWS,85255
12502,AWS,68689
12510,AWS,91024
12513,AWS,228949
12523,AWS,95884
12534,AWS,177952
12553,AWS,138010
12557,AWS,63294
12558,AWS,69669
12567,AWS,68643
12580,AWS,68434
12585,AWS,160173
12595,AWS,73629
12615,AWS,107581
12627,AWS,52323
12630,AWS,177804
12635,AWS,119313
12637,AWS,65336
12639,AWS,83288
12653,AWS,243811
12660,AWS,126874
12676,AWS,58863
12690,AWS,128645
12709,AWS,149939
12713,AWS,64108
12740,AWS,95002
12741,AWS,179897
12744,AWS,146470
12783,AWS,88475
12791,AWS,54645
12801,AWS,59699
12815,AWS,88652
12832,AWS,76543
12841,AWS,47782
12847,AWS,81580
12856,AWS,86397
12897,AWS,81955
12911,AWS,67041
12913,AWS,133903
12922,AWS,124677
12925,AWS,177055
12939,AWS,128104
12941,AWS,167076
12957,AWS,197219
12969,AWS,191575
12980,AWS,85338
12991,AWS,65249
12993,AWS,72152
13013,AWS,80390
13018,AWS,48204
13020,AWS,121197
13027,AWS,127796
13036,AWS,85320
13038,AWS,175708
13064,AWS,145616
13092,AWS,211315
13096,AWS,66469
13111,AWS,70551
13138,AWS,88377
13180,AWS,64156
13194,AWS,79079
13209,AWS,144602
13210,AWS,140668
13218,AWS,103589
13230,AWS,84396
13231,AWS,89565
13233,AWS,114581
13236,AWS,147861
13259,AWS,83746
13263,AWS,75603
13268,AWS,136288
13280,AWS,83438
13284,AWS,50054
13304,AWS,240667
13318,AWS,82950
13335,AWS,69898
13342,AWS,72727
13354,AWS,176147
13364,AWS,146293
13370,AWS,170566
13373,AWS,154944
13396,AWS,284377
13398,AWS,42322
13401,AWS,173370
13430,AWS,253429
13432,AWS,46542
13438,AWS,163637
13442,AWS,38061
13444,AWS,139720
13456,AWS,128209
13465,AWS,58540
13468,AWS,155227
13486,AWS,237332
13488,AWS,121033
13489,AWS,103035
13504,AWS,76701
13507,AWS,84345
13556,AWS,76697
13591,AWS,142901
13611,AWS,126654
13628,AWS,89550
13629,AWS,71048
13631,AWS,366957
13636,AWS,66729
13641,AWS,57889
13658,AWS,107899
13677,AWS,119296
13681,AWS,115855
13682,AWS,68192
13684,AWS,76160
13700,AWS,108658
13715,AWS,90181
13729,AWS,43233
13732,AWS,64038
13736,AWS,91958
13737,AWS,172149
13738,AWS,137939
13744,AWS,144602
13758,AWS,92437
13767,AWS,85289
13778,AWS,88754
13787,AWS,102667
13805,AWS,46428
13811,AWS,247676
13815,AWS,76270
13817,AWS,156230
13829,AWS,73994
13850,AWS,149281
13859,AWS,207081
13885,AWS,118474
13896,AWS,115971
13899,AWS,105256
13916,AWS,66299
13917,AWS,64530
13920,AWS,110374
13922,AWS,171557
13930,AWS,39023
13935,AWS,69593
13942,AWS,116650
13944,AWS,53961
13960,AWS,74756
13966,AWS,71243
13975,AWS,222864
13976,AWS,69607
13993,AWS,125776
13994,AWS,85711
14016,AWS,71647
