id_cleaned,industry,job_title,years_experience,salary_usd
5094,Gaming,"Data Analyst",0,62471
10830,Gaming,"NLP Engineer",0,63105
10701,Gaming,"Robotics Engineer",0,63454
3571,Gaming,"AI Architect",0,63535
12572,Gaming,"AI Consultant",0,63692
14870,Gaming,"NLP Engineer",0,63824
166,Gaming,"ML Ops Engineer",0,63860
1063,Gaming,"AI Product Manager",0,64393
4344,Gaming,"NLP Engineer",0,64449
10542,Gaming,"Computer Vision Engineer",0,64871
3195,Gaming,"AI Software Engineer",0,64900
2742,Gaming,"Data Analyst",0,65032
6898,Gaming,"AI Software Engineer",0,65801
14859,Gaming,"Research Scientist",0,66212
4195,Gaming,"Robotics Engineer",0,66411
9388,Gaming,"Data Scientist",0,67360
5479,Gaming,"Autonomous Systems Engineer",0,67363
6494,Gaming,"Robotics Engineer",0,67807
263,Gaming,"AI Software Engineer",0,67824
3175,Gaming,"Machine Learning Researcher",0,68087
5427,Gaming,"ML Ops Engineer",0,69279
1809,Gaming,"Deep Learning Engineer",0,69318
7890,Gaming,"Autonomous Systems Engineer",0,69447
9850,Gaming,"Data Scientist",0,70168
12042,Gaming,"AI Product Manager",0,70218
8890,Gaming,"Robotics Engineer",0,70892
11158,Gaming,"Research Scientist",0,71192
3287,Gaming,"ML Ops Engineer",0,71761
11628,Gaming,"Computer Vision Engineer",0,72386
69,Gaming,"Machine Learning Researcher",0,72459
8702,Gaming,"AI Product Manager",0,72679
4468,Gaming,"AI Product Manager",0,72774
9513,Gaming,"Principal Data Scientist",0,74053
11572,Gaming,"ML Ops Engineer",0,74199
13878,Gaming,"Head of AI",0,75434
6488,Gaming,"Robotics Engineer",0,75714
1671,Gaming,"ML Ops Engineer",0,76495
12919,Gaming,"AI Consultant",0,77442
11177,Gaming,"AI Specialist",0,78581
13251,Gaming,"Research Scientist",0,79042
6252,Gaming,"AI Software Engineer",0,79765
6839,Gaming,"NLP Engineer",0,80021
5523,Gaming,"Data Scientist",0,80109
6783,Gaming,"AI Specialist",0,82293
11958,Gaming,"Deep Learning Engineer",0,82818
8083,Gaming,"NLP Engineer",0,83572
5632,Gaming,"Deep Learning Engineer",0,85000
2158,Gaming,"AI Software Engineer",0,85731
1506,Gaming,"Deep Learning Engineer",0,85954
10387,Gaming,"AI Specialist",0,86644
8070,Gaming,"Data Scientist",0,86738
7086,Gaming,"Machine Learning Engineer",0,87965
12195,Gaming,"Machine Learning Researcher",0,88816
637,Gaming,"Data Analyst",0,92317
7197,Gaming,"AI Product Manager",0,92510
13499,Gaming,"Robotics Engineer",0,94088
5753,Gaming,"Computer Vision Engineer",0,94613
11006,Gaming,"Data Engineer",0,95671
5950,Gaming,"Autonomous Systems Engineer",0,95873
5241,Gaming,"Autonomous Systems Engineer",0,97117
1789,Gaming,"ML Ops Engineer",0,98487
3527,Gaming,"AI Architect",0,100069
9518,Gaming,"ML Ops Engineer",0,101197
5111,Gaming,"AI Consultant",0,103347
2803,Gaming,"Data Analyst",0,109482
2634,Gaming,"AI Software Engineer",1,33013
404,Gaming,"AI Consultant",1,33959
7400,Gaming,"Autonomous Systems Engineer",1,35148
10339,Gaming,"Autonomous Systems Engineer",1,35962
5280,Gaming,"Machine Learning Researcher",1,36155
8481,Gaming,"AI Architect",1,36614
4846,Gaming,"AI Consultant",1,37181
14244,Gaming,"Machine Learning Researcher",1,37815
9305,Gaming,"Data Engineer",1,38208
14829,Gaming,"Data Analyst",1,39506
1810,Gaming,"AI Research Scientist",1,39939
12215,Gaming,"Autonomous Systems Engineer",1,39965
10336,Gaming,"Data Analyst",1,40859
10620,Gaming,"Computer Vision Engineer",1,40909
5627,Gaming,"Head of AI",1,41287
11415,Gaming,"AI Product Manager",1,41522
1359,Gaming,"NLP Engineer",1,41811
2151,Gaming,"AI Architect",1,42236
12883,Gaming,"Robotics Engineer",1,42419
7286,Gaming,"AI Architect",1,42829
583,Gaming,"AI Software Engineer",1,43117
11524,Gaming,"Robotics Engineer",1,43577
10070,Gaming,"Robotics Engineer",1,43693
10429,Gaming,"Data Analyst",1,43741
8736,Gaming,"Data Engineer",1,44300
14204,Gaming,"Research Scientist",1,44451
5066,Gaming,"AI Research Scientist",1,44462
13727,Gaming,"Head of AI",1,44938
12433,Gaming,"AI Specialist",1,45107
3726,Gaming,"Machine Learning Researcher",1,45212
13729,Gaming,"AI Software Engineer",1,45439
14515,Gaming,"Machine Learning Engineer",1,45620
4325,Gaming,"Machine Learning Researcher",1,46456
11386,Gaming,"AI Software Engineer",1,46637
12594,Gaming,"Robotics Engineer",1,46999
12178,Gaming,"Deep Learning Engineer",1,47012
739,Gaming,"Principal Data Scientist",1,47919
10936,Gaming,"NLP Engineer",1,48085
14659,Gaming,"Autonomous Systems Engineer",1,48145
10166,Gaming,"Data Engineer",1,48458
8418,Gaming,"Data Scientist",1,48500
5791,Gaming,"Machine Learning Engineer",1,48706
12478,Gaming,"AI Consultant",1,48901
14603,Gaming,"Research Scientist",1,49536
14405,Gaming,"Research Scientist",1,49604
2594,Gaming,"Machine Learning Researcher",1,50180
8128,Gaming,"AI Consultant",1,50195
6601,Gaming,"Research Scientist",1,50418
6777,Gaming,"AI Specialist",1,51258
6402,Gaming,"Principal Data Scientist",1,53046
2283,Gaming,"AI Consultant",1,53951
1110,Gaming,"AI Research Scientist",1,53959
7230,Gaming,"Data Analyst",1,54451
2589,Gaming,"Head of AI",1,54884
323,Gaming,"Data Engineer",1,55619
4142,Gaming,"NLP Engineer",1,55954
12064,Gaming,"Principal Data Scientist",1,56155
380,Gaming,"Computer Vision Engineer",1,56318
201,Gaming,"Robotics Engineer",1,56585
12762,Gaming,"Data Analyst",1,56627
324,Gaming,"AI Research Scientist",1,56796
13695,Gaming,"AI Software Engineer",1,57376
5769,Gaming,"Head of AI",1,57557
384,Gaming,"AI Product Manager",1,57591
6121,Gaming,"Autonomous Systems Engineer",1,57760
11950,Gaming,"ML Ops Engineer",1,58142
11109,Gaming,"AI Product Manager",1,59529
11084,Gaming,"Data Analyst",1,60239
779,Gaming,"Computer Vision Engineer",1,60829
4987,Gaming,"Head of AI",1,61653
2932,Gaming,"NLP Engineer",1,61907
9193,Gaming,"Deep Learning Engineer",1,62127
4433,Gaming,"Head of AI",1,62156
7815,Gaming,"Head of AI",1,62525
14846,Gaming,"AI Specialist",1,62597
13458,Gaming,"Data Analyst",1,63136
11338,Gaming,"AI Software Engineer",1,63353
12812,Gaming,"AI Product Manager",1,63600
9030,Gaming,"Machine Learning Engineer",1,63817
8134,Gaming,"Computer Vision Engineer",1,63837
3503,Gaming,"AI Consultant",1,64138
7449,Gaming,"Principal Data Scientist",1,64691
12123,Gaming,"Head of AI",1,65220
10324,Gaming,"AI Software Engineer",1,65473
1571,Gaming,"Machine Learning Researcher",1,66524
5322,Gaming,"Machine Learning Researcher",1,66658
4350,Gaming,"Deep Learning Engineer",1,66947
11104,Gaming,"AI Consultant",1,67784
6633,Gaming,"AI Research Scientist",1,68018
12737,Gaming,"Principal Data Scientist",1,68443
14215,Gaming,"Data Scientist",1,69054
11982,Gaming,"Autonomous Systems Engineer",1,69209
3534,Gaming,"AI Research Scientist",1,69978
2279,Gaming,"Machine Learning Engineer",1,70562
2127,Gaming,"Data Engineer",1,71084
11163,Gaming,"AI Product Manager",1,71159
1218,Gaming,"Robotics Engineer",1,71396
3827,Gaming,"Research Scientist",1,71471
12512,Gaming,"Head of AI",1,72522
11691,Gaming,"Computer Vision Engineer",1,72765
5812,Gaming,"AI Research Scientist",1,73556
8402,Gaming,"AI Specialist",1,73888
6298,Gaming,"NLP Engineer",1,74108
240,Gaming,"Deep Learning Engineer",1,74322
7048,Gaming,"ML Ops Engineer",1,74333
10000,Gaming,"Research Scientist",1,74890
2015,Gaming,"Principal Data Scientist",1,74964
1867,Gaming,"Robotics Engineer",1,75426
13964,Gaming,"AI Research Scientist",1,76538
1573,Gaming,"Research Scientist",1,77228
4714,Gaming,"AI Consultant",1,77459
6742,Gaming,"ML Ops Engineer",1,77703
6867,Gaming,"AI Specialist",1,78060
13611,Gaming,"Data Analyst",1,78427
14623,Gaming,"ML Ops Engineer",1,78716
598,Gaming,"AI Specialist",1,79627
14591,Gaming,"Data Engineer",1,80291
14461,Gaming,"AI Consultant",1,80678
1804,Gaming,"Computer Vision Engineer",1,82542
12854,Gaming,"NLP Engineer",1,82597
3018,Gaming,"AI Architect",1,84245
11454,Gaming,"Autonomous Systems Engineer",1,84766
13295,Gaming,"Machine Learning Engineer",1,86047
10074,Gaming,"Machine Learning Engineer",1,86770
8590,Gaming,"Machine Learning Researcher",1,88202
8082,Gaming,"ML Ops Engineer",1,90201
12938,Gaming,"AI Specialist",1,91647
2934,Gaming,"AI Software Engineer",1,93331
13087,Gaming,"AI Architect",1,101196
4710,Gaming,"NLP Engineer",1,102275
14490,Gaming,"Machine Learning Engineer",1,103459
1502,Gaming,"AI Research Scientist",1,107022
14085,Gaming,"Autonomous Systems Engineer",1,116790
5215,Gaming,"AI Specialist",2,48072
14431,Gaming,"Head of AI",2,51531
3052,Gaming,"NLP Engineer",2,51619
1341,Gaming,"Robotics Engineer",2,52177
4078,Gaming,"AI Specialist",2,54696
6628,Gaming,"Head of AI",2,57090
2514,Gaming,"Computer Vision Engineer",2,57887
5396,Gaming,"AI Product Manager",2,58214
13223,Gaming,"AI Software Engineer",2,59081
7244,Gaming,"Data Engineer",2,59947
8571,Gaming,"Head of AI",2,61640
8613,Gaming,"Data Analyst",2,61672
9624,Gaming,"Data Engineer",2,62522
1153,Gaming,"Computer Vision Engineer",2,63842
830,Gaming,"Machine Learning Engineer",2,63854
7867,Gaming,"Deep Learning Engineer",2,64691
10596,Gaming,"Principal Data Scientist",2,64924
6850,Gaming,"Research Scientist",2,65296
2610,Gaming,"Data Engineer",2,66780
775,Gaming,"Computer Vision Engineer",2,66992
13620,Gaming,"AI Software Engineer",2,67249
8252,Gaming,"Head of AI",2,67253
825,Gaming,"Computer Vision Engineer",2,67793
14337,Gaming,"Principal Data Scientist",2,68139
13186,Gaming,"ML Ops Engineer",2,68558
9759,Gaming,"AI Architect",2,68580
4777,Gaming,"AI Research Scientist",2,68815
4486,Gaming,"AI Product Manager",2,68869
4956,Gaming,"ML Ops Engineer",2,69149
6948,Gaming,"AI Specialist",2,69265
12757,Gaming,"Deep Learning Engineer",2,71828
353,Gaming,"AI Software Engineer",2,72389
10018,Gaming,"Data Scientist",2,73178
9525,Gaming,"Autonomous Systems Engineer",2,73940
8467,Gaming,"Machine Learning Engineer",2,73956
2008,Gaming,"NLP Engineer",2,74504
9337,Gaming,"NLP Engineer",2,75809
7994,Gaming,"Robotics Engineer",2,76447
3775,Gaming,"AI Software Engineer",2,77350
13591,Gaming,"AI Software Engineer",2,78581
8964,Gaming,"Machine Learning Researcher",2,79049
7848,Gaming,"Data Scientist",2,79315
12858,Gaming,"AI Research Scientist",2,79658
12160,Gaming,"Robotics Engineer",2,79828
2543,Gaming,"Autonomous Systems Engineer",2,80143
14921,Gaming,"AI Architect",2,84489
7973,Gaming,"Principal Data Scientist",2,84851
11333,Gaming,"Data Analyst",2,86469
3742,Gaming,"Research Scientist",2,87976
7839,Gaming,"Deep Learning Engineer",2,89015
2545,Gaming,"Data Scientist",2,91286
6119,Gaming,"NLP Engineer",2,91514
11164,Gaming,"Head of AI",2,95900
3208,Gaming,"Computer Vision Engineer",2,95966
6603,Gaming,"Deep Learning Engineer",2,97284
7319,Gaming,"AI Architect",2,97923
479,Gaming,"AI Architect",2,98984
4691,Gaming,"AI Product Manager",2,101450
5374,Gaming,"AI Software Engineer",2,101725
7314,Gaming,"AI Architect",2,102022
9652,Gaming,"Head of AI",2,103160
8257,Gaming,"AI Consultant",2,106170
14357,Gaming,"Data Scientist",2,106282
13408,Gaming,"Head of AI",2,108550
13758,Gaming,"Machine Learning Researcher",2,109045
6394,Gaming,"Data Engineer",2,109351
6236,Gaming,"Data Engineer",2,111787
2046,Gaming,"Machine Learning Researcher",2,118788
12736,Gaming,"Data Scientist",2,123952
6985,Gaming,"Research Scientist",2,124681
9001,Gaming,"Principal Data Scientist",2,125983
12661,Gaming,"Head of AI",2,126874
3182,Gaming,"NLP Engineer",2,128103
11915,Gaming,"NLP Engineer",2,142242
11459,Gaming,"Data Engineer",2,143128
10617,Gaming,"AI Research Scientist",2,149940
8987,Gaming,"AI Software Engineer",3,46480
13926,Gaming,"Machine Learning Researcher",3,50192
7392,Gaming,"NLP Engineer",3,50532
1811,Gaming,"Robotics Engineer",3,50892
11498,Gaming,"Machine Learning Researcher",3,51487
12657,Gaming,"Machine Learning Researcher",3,51552
5358,Gaming,"NLP Engineer",3,51786
8961,Gaming,"Computer Vision Engineer",3,51795
14507,Gaming,"ML Ops Engineer",3,52524
897,Gaming,"Computer Vision Engineer",3,53048
14935,Gaming,"NLP Engineer",3,53809
7630,Gaming,"AI Software Engineer",3,54001
8478,Gaming,"AI Product Manager",3,55871
11551,Gaming,"AI Architect",3,57075
10022,Gaming,"Data Engineer",3,57279
7439,Gaming,"Robotics Engineer",3,58476
1340,Gaming,"AI Software Engineer",3,58700
703,Gaming,"AI Architect",3,59027
12209,Gaming,"AI Software Engineer",3,60121
13513,Gaming,"Machine Learning Researcher",3,60753
10027,Gaming,"Autonomous Systems Engineer",3,60819
11520,Gaming,"ML Ops Engineer",3,61484
9491,Gaming,"ML Ops Engineer",3,62239
5409,Gaming,"Head of AI",3,62308
10836,Gaming,"Head of AI",3,63516
7296,Gaming,"Machine Learning Engineer",3,63817
689,Gaming,"Head of AI",3,63832
3302,Gaming,"Autonomous Systems Engineer",3,63930
11056,Gaming,"Autonomous Systems Engineer",3,64005
10173,Gaming,"NLP Engineer",3,64065
13942,Gaming,"AI Software Engineer",3,64942
8193,Gaming,"Data Engineer",3,65812
3897,Gaming,"Data Analyst",3,66095
4814,Gaming,"Computer Vision Engineer",3,67197
4604,Gaming,"Research Scientist",3,68045
13540,Gaming,"Autonomous Systems Engineer",3,68710
12527,Gaming,"NLP Engineer",3,69855
2886,Gaming,"Computer Vision Engineer",3,69904
14342,Gaming,"Head of AI",3,70347
3927,Gaming,"AI Product Manager",3,72914
8744,Gaming,"AI Specialist",3,74901
1953,Gaming,"Computer Vision Engineer",3,78280
14907,Gaming,"AI Software Engineer",3,78344
326,Gaming,"AI Consultant",3,78751
11157,Gaming,"Data Analyst",3,79464
14041,Gaming,"Principal Data Scientist",3,79484
7,Gaming,"Principal Data Scientist",3,79670
1955,Gaming,"Computer Vision Engineer",3,80376
3809,Gaming,"Robotics Engineer",3,80761
6798,Gaming,"Machine Learning Researcher",3,81131
1651,Gaming,"AI Research Scientist",3,82455
14183,Gaming,"Deep Learning Engineer",3,82894
14159,Gaming,"AI Architect",3,83633
8779,Gaming,"AI Product Manager",3,84754
2833,Gaming,"AI Specialist",3,84844
1140,Gaming,"AI Consultant",3,84845
14937,Gaming,"ML Ops Engineer",3,85242
13116,Gaming,"ML Ops Engineer",3,85663
4233,Gaming,"Data Engineer",3,86941
4512,Gaming,"Computer Vision Engineer",3,87646
1169,Gaming,"AI Consultant",3,88462
11847,Gaming,"Machine Learning Researcher",3,88464
9197,Gaming,"Head of AI",3,91815
14471,Gaming,"AI Software Engineer",3,92285
14284,Gaming,"Autonomous Systems Engineer",3,92386
5637,Gaming,"AI Research Scientist",3,93671
5102,Gaming,"AI Specialist",3,94600
11782,Gaming,"Principal Data Scientist",3,96319
7529,Gaming,"AI Architect",3,96942
552,Gaming,"Data Scientist",3,97749
4724,Gaming,"Machine Learning Engineer",3,98611
3748,Gaming,"AI Consultant",3,99812
13243,Gaming,"NLP Engineer",3,100615
4697,Gaming,"Data Engineer",3,100812
13761,Gaming,"Head of AI",3,102222
5257,Gaming,"AI Consultant",3,102821
4153,Gaming,"Data Engineer",3,102931
4222,Gaming,"AI Product Manager",3,103033
6709,Gaming,"Autonomous Systems Engineer",3,103320
53,Gaming,"Research Scientist",3,106579
9333,Gaming,"Machine Learning Engineer",3,106952
9762,Gaming,"Data Scientist",3,107172
8833,Gaming,"Research Scientist",3,107419
2928,Gaming,"AI Specialist",3,109026
474,Gaming,"Machine Learning Researcher",3,110492
5838,Gaming,"Robotics Engineer",3,110548
3940,Gaming,"Data Engineer",3,111135
11815,Gaming,"AI Research Scientist",3,115814
7774,Gaming,"Data Engineer",3,117200
7887,Gaming,"Machine Learning Researcher",3,119713
12863,Gaming,"Computer Vision Engineer",3,122037
5199,Gaming,"Machine Learning Engineer",3,129104
10993,Gaming,"Research Scientist",3,132079
6126,Gaming,"Data Engineer",3,150046
12683,Gaming,"AI Architect",3,173822
12286,Gaming,"AI Product Manager",4,51000
5631,Gaming,"AI Architect",4,53367
1172,Gaming,"Data Engineer",4,53562
4467,Gaming,"Machine Learning Engineer",4,53725
3605,Gaming,"Data Analyst",4,54270
5155,Gaming,"Research Scientist",4,55096
9649,Gaming,"Autonomous Systems Engineer",4,55976
12505,Gaming,"Principal Data Scientist",4,57834
13105,Gaming,"Deep Learning Engineer",4,58469
5486,Gaming,"NLP Engineer",4,59360
1948,Gaming,"Robotics Engineer",4,59494
11796,Gaming,"Machine Learning Researcher",4,60365
6855,Gaming,"AI Consultant",4,60401
1521,Gaming,"Research Scientist",4,62244
5798,Gaming,"Computer Vision Engineer",4,62269
1090,Gaming,"ML Ops Engineer",4,62306
8766,Gaming,"Computer Vision Engineer",4,62570
13166,Gaming,"Head of AI",4,64038
9269,Gaming,"AI Consultant",4,64758
7598,Gaming,"AI Research Scientist",4,65225
12920,Gaming,"AI Specialist",4,65870
5006,Gaming,"Robotics Engineer",4,66040
763,Gaming,"AI Architect",4,66276
6137,Gaming,"Robotics Engineer",4,66497
12404,Gaming,"Data Engineer",4,67069
13936,Gaming,"AI Specialist",4,69593
6950,Gaming,"AI Consultant",4,71304
1184,Gaming,"AI Software Engineer",4,71698
10096,Gaming,"Head of AI",4,71961
8347,Gaming,"Head of AI",4,72554
6191,Gaming,"Deep Learning Engineer",4,72648
8213,Gaming,"Head of AI",4,73393
12279,Gaming,"Data Engineer",4,75606
5110,Gaming,"AI Specialist",4,77267
14974,Gaming,"AI Product Manager",4,78429
12786,Gaming,"Head of AI",4,79800
2103,Gaming,"Computer Vision Engineer",4,80862
2288,Gaming,"Research Scientist",4,81030
13106,Gaming,"AI Software Engineer",4,81087
9208,Gaming,"Research Scientist",4,82466
14616,Gaming,"Machine Learning Researcher",4,82535
10585,Gaming,"AI Consultant",4,83512
2168,Gaming,"Data Analyst",4,84031
12981,Gaming,"AI Consultant",4,85338
231,Gaming,"Research Scientist",4,87011
9215,Gaming,"NLP Engineer",4,88157
9034,Gaming,"Machine Learning Researcher",4,88996
2798,Gaming,"AI Specialist",4,89537
8228,Gaming,"Data Analyst",4,89656
6181,Gaming,"Head of AI",4,90332
4072,Gaming,"NLP Engineer",4,90431
8883,Gaming,"Data Scientist",4,91885
2116,Gaming,"Deep Learning Engineer",4,96213
4008,Gaming,"AI Architect",4,96320
12056,Gaming,"AI Specialist",4,96890
2801,Gaming,"Machine Learning Researcher",4,99839
9854,Gaming,"AI Specialist",4,105596
1884,Gaming,"Robotics Engineer",4,105675
5047,Gaming,"Data Analyst",4,106633
8652,Gaming,"AI Software Engineer",4,107160
8804,Gaming,"Principal Data Scientist",4,108182
5115,Gaming,"Data Engineer",4,108212
14621,Gaming,"Principal Data Scientist",4,108726
11676,Gaming,"Deep Learning Engineer",4,108844
1106,Gaming,"Robotics Engineer",4,109453
12544,Gaming,"Data Analyst",4,111820
9620,Gaming,"Machine Learning Researcher",4,112516
7288,Gaming,"AI Specialist",4,114754
8241,Gaming,"Data Analyst",4,115717
1154,Gaming,"AI Consultant",4,116906
6382,Gaming,"Computer Vision Engineer",4,118074
8795,Gaming,"Data Scientist",4,118260
13544,Gaming,"Robotics Engineer",4,135689
12387,Gaming,"Machine Learning Engineer",4,159777
8915,Gaming,"Data Analyst",5,65948
6067,Gaming,"Head of AI",5,70295
6544,Gaming,"Head of AI",5,74299
11294,Gaming,"NLP Engineer",5,83948
6697,Gaming,"Deep Learning Engineer",5,85248
4843,Gaming,"Data Scientist",5,85251
10081,Gaming,"AI Product Manager",5,85630
2377,Gaming,"AI Architect",5,85664
652,Gaming,"Autonomous Systems Engineer",5,86410
2852,Gaming,"AI Product Manager",5,89986
12711,Gaming,"Head of AI",5,89997
10011,Gaming,"Data Engineer",5,92367
7109,Gaming,"AI Software Engineer",5,93005
3142,Gaming,"Autonomous Systems Engineer",5,93471
5553,Gaming,"AI Software Engineer",5,96073
4664,Gaming,"Robotics Engineer",5,97414
6309,Gaming,"ML Ops Engineer",5,98870
2304,Gaming,"AI Software Engineer",5,99278
6941,Gaming,"AI Specialist",5,99546
14787,Gaming,"Computer Vision Engineer",5,100371
13189,Gaming,"Research Scientist",5,102463
2199,Gaming,"AI Architect",5,107117
12020,Gaming,"Head of AI",5,114834
7657,Gaming,"Deep Learning Engineer",5,116777
13822,Gaming,"Data Scientist",5,117408
12955,Gaming,"Machine Learning Researcher",5,117747
11918,Gaming,"AI Software Engineer",5,118354
9767,Gaming,"Principal Data Scientist",5,125626
9761,Gaming,"AI Product Manager",5,127930
6731,Gaming,"Research Scientist",5,132374
10150,Gaming,"AI Product Manager",5,133606
4692,Gaming,"AI Specialist",5,135354
11326,Gaming,"ML Ops Engineer",5,143179
2796,Gaming,"Robotics Engineer",5,146796
10522,Gaming,"Robotics Engineer",5,148751
8001,Gaming,"AI Product Manager",5,149122
12548,Gaming,"AI Specialist",5,152371
13157,Gaming,"Data Engineer",5,157479
227,Gaming,"AI Product Manager",5,159643
7707,Gaming,"AI Research Scientist",5,162506
1538,Gaming,"Robotics Engineer",5,164285
11705,Gaming,"NLP Engineer",5,164608
7490,Gaming,"Data Engineer",5,174266
13534,Gaming,"AI Software Engineer",5,193945
6998,Gaming,"Machine Learning Engineer",5,194415
7838,Gaming,"Autonomous Systems Engineer",6,67240
14721,Gaming,"Autonomous Systems Engineer",6,73878
8058,Gaming,"Data Analyst",6,77969
6468,Gaming,"Data Engineer",6,79810
7919,Gaming,"AI Specialist",6,84408
8548,Gaming,"Data Scientist",6,88489
7087,Gaming,"Data Engineer",6,89765
8055,Gaming,"Data Engineer",6,92756
9248,Gaming,"AI Consultant",6,93214
5735,Gaming,"Autonomous Systems Engineer",6,95384
7304,Gaming,"Machine Learning Researcher",6,96962
9696,Gaming,"Research Scientist",6,100470
212,Gaming,"AI Research Scientist",6,100524
4327,Gaming,"AI Product Manager",6,108304
7606,Gaming,"Machine Learning Engineer",6,109412
10266,Gaming,"Deep Learning Engineer",6,110330
10115,Gaming,"AI Research Scientist",6,110535
1424,Gaming,"Deep Learning Engineer",6,111300
3585,Gaming,"Data Analyst",6,111612
13262,Gaming,"Data Analyst",6,113243
13875,Gaming,"Data Engineer",6,118893
12398,Gaming,"Machine Learning Researcher",6,120450
3668,Gaming,"NLP Engineer",6,120522
10320,Gaming,"Head of AI",6,120614
12866,Gaming,"AI Consultant",6,120788
10400,Gaming,"AI Product Manager",6,121160
1411,Gaming,"ML Ops Engineer",6,122390
2156,Gaming,"AI Research Scientist",6,124808
10143,Gaming,"Machine Learning Engineer",6,124933
2834,Gaming,"Machine Learning Researcher",6,127521
4244,Gaming,"Autonomous Systems Engineer",6,127746
8822,Gaming,"AI Specialist",6,130625
11699,Gaming,"Machine Learning Researcher",6,132419
3036,Gaming,"AI Product Manager",6,134228
12509,Gaming,"Head of AI",6,138609
2019,Gaming,"AI Product Manager",6,142142
1156,Gaming,"Data Engineer",6,142412
8995,Gaming,"Deep Learning Engineer",6,142579
982,Gaming,"AI Software Engineer",6,144276
5674,Gaming,"NLP Engineer",6,150045
7356,Gaming,"Data Engineer",6,154236
10846,Gaming,"Data Analyst",6,154381
14816,Gaming,"Data Engineer",6,158379
4278,Gaming,"Data Analyst",6,161808
3592,Gaming,"Data Scientist",6,164033
5189,Gaming,"AI Research Scientist",6,168019
10702,Gaming,"AI Specialist",6,185030
13559,Gaming,"Autonomous Systems Engineer",6,185215
8153,Gaming,"AI Research Scientist",6,197195
14489,Gaming,"Machine Learning Engineer",7,68878
14053,Gaming,"Autonomous Systems Engineer",7,81664
10188,Gaming,"ML Ops Engineer",7,84980
13238,Gaming,"AI Specialist",7,90673
4891,Gaming,"Robotics Engineer",7,91107
5647,Gaming,"Head of AI",7,92741
6426,Gaming,"AI Architect",7,93124
8584,Gaming,"AI Consultant",7,93933
10076,Gaming,"Research Scientist",7,95267
10418,Gaming,"AI Consultant",7,96232
12427,Gaming,"Autonomous Systems Engineer",7,96976
